eps1;eps2;minPts;Cluster;DBIndex;Tabella di contingenza
eps1=0.7;eps2=0.91;minPts=18;1 1 1 2 0 0 1 0 0 2 0 2 1 0 0 0 0 2 0 2 2 2 2 0 2 1 2 2 0 0 2 2 0 2 2 0 0 2 2 2 0 2 2 2 2 2 0 2 0 2 1 2 0 2 2 2 2 0 0 2 0 0 2 2 1 2 2 2 2 0 2 2 2 2 2 2 0 2 0 2 2 0 0 2 2 2 1 2 2 2 2 2 2 2 1 2 0 1 2 2 2 2 0 2 1 2 2 2 0 2 2 2 0 2 2 2 1 0 0 2 0 2 2 2 1 1 2 1 2 0 0 2 2 2 2 1 2 2 2 2 1 2 2 2 1 2 0 2 2 2 2 ;3.971;0 : 39-1 : 19-2 : 93
