"Numero di Clusters";"DB index";"Individui per cluster (Numero cluster: numero elementi)";"Numero di riga";"Cluster"
3;7.755;"0 : 41,1 : 66,2 : 44";83;"0 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 2 2 0 2 2 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 0 2 0 2 2 0 0 0 2 2 2 0 1 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 2 2 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 "
3;7.987;"0 : 26,1 : 77,2 : 48";71;"1 1 0 2 0 0 0 2 0 0 1 2 0 2 0 2 2 2 0 2 2 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 0 2 1 2 2 0 1 2 2 2 2 2 1 2 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 2 2 1 1 1 1 1 2 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.052;"0 : 25,1 : 79,2 : 47";77;"1 1 0 2 0 0 0 2 0 0 1 2 0 2 0 2 2 2 0 2 2 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 0 2 1 2 2 0 0 2 2 2 2 2 1 2 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.06;"0 : 27,1 : 102,2 : 22";53;"1 1 0 2 0 0 2 2 0 0 1 2 2 2 0 2 2 2 2 2 0 0 2 0 2 1 2 2 0 2 2 2 2 1 0 1 0 2 1 1 2 1 1 1 1 1 2 1 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.105;"0 : 27,1 : 76,2 : 48";78;"1 1 0 2 0 0 0 2 0 0 1 2 0 2 0 2 2 2 0 2 2 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 0 2 1 2 2 0 0 2 2 2 2 2 1 2 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 2 2 1 1 1 1 1 2 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.217;"0 : 45,1 : 97,2 : 9";140;"0 0 0 1 0 0 0 0 0 0 2 1 0 1 0 1 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 0 2 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 1 0 1 1 1 2 0 0 0 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.303;"0 : 36,1 : 104,2 : 11";116;"0 0 1 0 0 0 1 0 0 0 2 0 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 1 0 1 1 0 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 2 1 1 0 2 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 1 1 1 1 1 2 0 1 0 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.537;"0 : 30,1 : 73,2 : 48";84;"1 1 0 2 0 0 0 2 0 0 1 2 0 2 0 2 2 2 0 2 0 0 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 0 2 1 2 2 0 0 2 2 2 2 2 1 2 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 1 1 1 1 2 0 1 0 1 1 1 1 2 2 1 1 1 1 1 2 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.697;"0 : 35,1 : 105,2 : 11";108;"0 0 1 0 0 0 1 0 0 0 2 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 2 1 1 0 2 0 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 1 1 1 1 1 2 0 1 0 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.764;"0 : 18,1 : 80,2 : 53";70;"1 1 2 0 0 0 2 2 0 0 1 2 2 2 0 2 2 2 2 2 2 2 2 0 2 1 2 2 0 0 2 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 1 2 2 0 1 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;8.843;"0 : 39,1 : 68,2 : 44";130;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 0 2 2 2 0 2 0 0 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 0 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 1 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 2 2 2 1 1 1 0 0 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;9.331;"0 : 40,1 : 102,2 : 9";101;"1 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 2 1 0 0 1 0 1 0 1 0 0 0 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 2 1 1 1 0 1 0 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 2 1 2 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;9.57;"0 : 44,1 : 98,2 : 9";94;"0 0 1 0 0 2 1 2 0 0 0 0 1 2 0 2 0 0 1 2 2 1 2 0 0 1 0 2 0 0 0 0 0 1 0 1 0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;9.578;"0 : 41,1 : 101,2 : 9";105;"1 1 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 2 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 2 1 1 1 0 1 0 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 2 1 2 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
3;9.921;"0 : 45,1 : 96,2 : 10";106;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 0 2 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 0 1 0 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.548;"0 : 35,1 : 102,2 : 9,3 : 5";43;"0 1 2 0 0 0 2 1 0 0 0 1 0 0 3 0 1 1 2 1 0 2 1 1 1 2 1 1 0 0 1 1 0 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 3 1 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 3 1 3 1 1 1 1 3 1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.949;"0 : 42,1 : 92,2 : 12,3 : 5";46;"0 1 2 0 0 3 2 1 0 0 0 1 0 3 0 0 1 1 2 1 0 0 1 3 1 2 1 1 0 0 3 1 3 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 0 1 1 0 0 0 0 1 1 0 0 0 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;4.955;"0 : 36,1 : 98,2 : 12,3 : 5";41;"0 1 2 0 0 3 2 1 0 3 0 1 0 3 0 0 1 1 2 1 1 0 1 3 1 2 1 1 0 0 1 1 3 1 0 0 0 1 1 2 2 1 1 1 1 1 2 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 2 2 1 0 1 1 1 1 0 1 0 1 1 0 0 2 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;5.819;"0 : 40,1 : 63,2 : 42,3 : 6";96;"0 1 0 2 0 0 3 2 0 0 0 2 3 0 0 2 2 2 3 2 0 0 2 0 2 3 2 2 0 0 2 2 2 2 0 2 0 2 2 2 3 2 2 2 2 2 3 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 2 1 1 0 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 0 0 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;6.269;"0 : 29,1 : 68,2 : 37,3 : 17";90;"1 1 2 3 0 0 2 3 0 0 1 3 2 3 0 3 3 3 2 3 0 2 3 0 3 2 3 3 0 0 3 3 3 2 0 2 0 3 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 2 0 2 2 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 1 1 1 1 2 0 1 0 1 1 1 1 2 3 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;6.413;"0 : 35,1 : 67,2 : 32,3 : 17";95;"1 1 2 3 0 0 2 3 0 0 1 3 2 0 0 3 3 3 2 3 0 2 3 0 3 2 3 3 0 0 3 3 0 2 0 3 0 3 3 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 3 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 0 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;6.504;"0 : 29,1 : 102,2 : 11,3 : 9";100;"1 1 0 2 0 0 0 2 0 1 0 2 0 2 3 2 2 2 3 2 0 3 1 0 0 1 2 1 0 1 2 0 0 1 0 1 1 2 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 3 1 3 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;6.576;"0 : 33,1 : 70,2 : 43,3 : 5";65;"1 1 2 3 0 0 2 3 0 0 1 2 2 0 0 3 0 2 2 2 0 2 2 0 2 2 2 2 0 3 3 0 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 0 0 2 0 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 1 2 0 1 0 1 1 1 1 2 1 1 1 1 1 0 2 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;6.668;"0 : 30,1 : 101,2 : 11,3 : 9";104;"1 1 0 2 0 0 0 2 0 1 0 2 0 2 3 2 2 2 3 2 0 3 1 0 0 1 2 1 0 1 2 0 0 1 0 1 0 2 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 3 1 3 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;6.9;"0 : 36,1 : 66,2 : 44,3 : 5";133;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 0 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 0 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 0 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;7.001;"0 : 32,1 : 67,2 : 45,3 : 7";131;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 3 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 3 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;7.091;"0 : 39,1 : 66,2 : 40,3 : 6";134;"1 1 0 2 0 0 0 2 0 0 0 2 0 2 0 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 0 2 0 2 0 2 2 3 3 2 2 2 2 2 0 2 0 2 2 0 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 0 2 1 1 1 2 1 1 1 0 1 1 0 2 0 1 0 1 1 1 1 0 2 0 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;7.152;"0 : 32,1 : 68,2 : 44,3 : 7";129;"1 1 2 0 0 0 2 0 0 0 0 0 2 2 3 2 2 2 3 2 0 3 2 0 2 1 2 2 0 0 2 0 2 2 0 2 0 2 2 3 2 2 2 2 2 2 2 2 0 2 2 3 0 0 2 2 2 0 1 0 2 3 2 2 2 2 2 1 1 1 1 0 1 1 1 1 1 2 0 1 1 1 2 1 1 1 2 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 2 2 2 1 1 1 0 3 1 1 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;7.688;"0 : 43,1 : 53,2 : 33,3 : 22";136;"1 1 2 3 0 0 2 3 0 0 0 3 2 0 0 3 3 3 0 3 0 0 3 0 3 2 3 3 0 0 3 0 0 3 0 3 0 3 3 0 2 3 2 2 3 2 2 3 0 2 2 0 0 0 2 2 2 0 0 0 2 0 3 2 2 2 2 3 2 1 2 0 1 2 2 1 2 3 0 2 2 0 2 2 1 1 2 1 1 1 0 1 2 0 0 0 1 0 1 1 1 1 2 0 2 1 1 1 0 0 1 0 0 1 1 1 1 0 2 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;7.925;"0 : 40,1 : 92,2 : 10,3 : 9";124;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 0 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 0 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 "
4;8.103;"0 : 36,1 : 97,2 : 9,3 : 9";107;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 2 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
4;8.107;"0 : 37,1 : 95,2 : 10,3 : 9";112;"0 1 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 3 0 0 3 1 0 0 1 0 1 0 1 0 0 0 1 2 1 0 0 1 0 1 1 1 1 1 1 1 1 2 1 1 3 2 3 1 1 1 0 1 0 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 0 1 1 2 1 0 1 2 1 1 1 1 1 0 0 1 1 1 2 3 1 3 2 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;5.885;"0 : 26,1 : 98,2 : 12,3 : 7,4 : 8";126;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 0 0 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;5.901;"0 : 24,1 : 98,2 : 12,3 : 8,4 : 9";121;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 0 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;5.909;"0 : 19,1 : 103,2 : 13,3 : 7,4 : 9";99;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 2 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 1 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 1 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;5.936;"0 : 20,1 : 102,2 : 13,3 : 7,4 : 9";103;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 2 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 1 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;5.969;"0 : 21,1 : 101,2 : 13,3 : 7,4 : 9";110;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 2 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 1 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;5.978;"0 : 20,1 : 99,2 : 12,3 : 11,4 : 9";114;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 3 4 1 1 1 3 1 3 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;6.065;"0 : 23,1 : 98,2 : 12,3 : 9,4 : 9";118;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 3 4 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 3 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;6.075;"0 : 29,1 : 94,2 : 12,3 : 8,4 : 8";127;"0 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 0 1 3 1 0 2 1 0 1 1 1 1 1 1 1 1 3 1 1 4 0 0 1 1 1 0 1 0 1 4 1 1 1 1 1 1 1 3 1 3 1 1 1 1 1 1 4 1 1 0 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 4 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
5;6.104;"0 : 23,1 : 99,2 : 13,3 : 8,4 : 8";125;"1 1 0 2 0 0 0 2 0 1 3 2 0 2 4 2 2 2 4 2 0 4 1 0 2 1 2 1 0 1 2 0 2 1 3 1 0 2 1 4 1 1 1 1 1 1 1 1 3 1 1 4 0 0 1 1 1 3 1 0 1 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 1 3 1 1 1 1 1 0 0 1 1 1 3 4 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 "
